County,Date,Temperature,Precipitation,Wind,Gust Wind
Alameda,2014-09,65.39,0.01,7.99,0.38
Alameda,2014-10,63.18,0.01,6.32,0.3
Alameda,2014-11,56.63,0.06,4.7,0.12
Alameda,2014-12,54.33,0.3,6.86,2.19
Alameda,2015-01,50.78,0.0,3.49,0.19
Alameda,2015-02,55.89,0.07,6.29,2.28
Alameda,2015-03,57.75,0.01,6.34,0.0
Alameda,2015-04,56.84,0.03,9.77,0.91
Alameda,2015-05,56.47,0.0,10.99,0.73
Alameda,2015-06,61.53,0.01,9.11,0.79
Alameda,2015-07,65.55,0.0,10.39,0.69
Alameda,2015-08,67.13,0.0,9.51,0.15
Alameda,2015-09,66.1,0.0,7.73,0.46
Alameda,2015-10,63.82,0.0,6.15,0.23
Alameda,2015-11,53.05,0.03,6.53,1.14
Alameda,2015-12,49.51,0.02,7.46,1.4
Alameda,2016-01,52.82,0.01,7.62,1.27
Alameda,2016-02,56.19,0.0,6.1,0.72
Alameda,2016-03,57.38,0.01,9.83,1.42
Alameda,2016-04,60.54,0.0,9.59,0.79
Alameda,2016-05,60.79,0.0,10.12,0.46
Alameda,2016-06,63.38,0.0,10.62,0.64
Alameda,2016-07,62.49,0.0,10.02,0.23
Alameda,2016-08,62.47,0.0,10.02,0.16
Alameda,2016-09,64.11,0.0,8.65,0.2
Alameda,2016-10,62.85,0.0,7.87,0.54
Alameda,2016-11,57.67,0.04,6.16,0.42
Alameda,2016-12,50.74,0.13,6.29,0.4
Alameda,2017-01,50.31,0.24,8.73,2.43
Alameda,2017-02,54.73,0.26,9.32,1.94
Alameda,2017-03,57.15,0.09,8.57,0.97
Alameda,2017-04,59.16,0.08,9.74,0.99
Alameda,2017-05,61.12,0.0,11.18,0.96
Alameda,2017-06,63.9,0.0,10.6,0.58
Alameda,2017-07,63.41,0.0,9.1,0.38
Alameda,2017-08,63.28,0.0,9.47,0.17
Alameda,2017-09,66.8,0.0,8.13,0.32
Alameda,2017-10,60.7,0.0,6.28,0.35
Alameda,2017-11,55.69,0.1,5.87,0.1
Alameda,2017-12,49.03,0.0,4.83,0.71
Alameda,2018-01,51.64,0.15,5.18,0.11
Alameda,2018-02,51.73,0.01,7.63,1.3
Alameda,2018-03,53.13,0.12,8.54,0.71
Alameda,2018-04,55.96,0.1,9.51,0.54
Alameda,2018-05,57.63,0.0,11.6,1.0
Alameda,2018-06,60.64,0.0,10.15,0.36
Alameda,2018-07,61.91,0.0,10.13,0.24
Alameda,2018-08,61.65,0.0,9.52,0.09
Alameda,2018-09,60.64,0.0,8.13,0.12
Alameda,2018-10,61.34,0.0,6.55,0.23
Alameda,2018-11,55.6,0.1,5.52,0.77
Alameda,2018-12,52.0,0.06,6.27,1.03
Alameda,2019-01,53.05,0.12,6.99,1.52
Alameda,2019-02,50.17,0.22,10.87,2.99
Alameda,2019-03,54.59,0.12,8.65,0.75
Alameda,2019-04,59.43,0.02,9.28,0.71
Alameda,2019-05,58.7,0.06,11.59,1.17
Alameda,2019-06,64.68,0.0,9.77,0.6
Alameda,2019-07,64.17,0.0,9.66,0.23
Alameda,2019-08,67.12,0.0,9.11,0.23
Alameda,2019-09,66.84,0.01,8.78,0.36
Alameda,2019-10,61.43,0.0,6.15,0.88
Alameda,2019-11,54.5,0.03,5.64,0.81
Alameda,2019-12,53.26,0.1,7.2,1.02
Alameda,2020-01,51.75,0.06,5.66,0.3
Alameda,2020-02,55.27,0.0,6.61,1.34
Alameda,2020-03,55.62,0.05,8.06,0.83
Alameda,2020-04,58.67,0.03,9.18,0.13
Alameda,2020-05,63.77,0.01,9.92,0.36
Alameda,2020-06,65.14,0.0,10.77,1.07
Alameda,2020-07,64.18,0.0,9.84,0.41
Alameda,2020-08,67.57,0.0,8.98,0.53
Alameda,2020-09,68.18,0.0,6.64,0.06
Alameda,2020-10,66.25,0.0,5.92,0.52
Alameda,2020-11,55.91,0.01,5.73,0.4
Alameda,2020-12,52.69,0.03,5.24,0.14
Alameda,2021-01,53.53,0.08,6.73,2.46
Alameda,2021-02,55.55,0.06,7.08,0.54
Alameda,2021-03,54.57,0.05,9.15,1.44
Alameda,2021-04,54.95,0.0,10.61,0.26
Alameda,2021-05,58.04,0.0,11.05,0.59
Alameda,2021-06,62.3,0.0,11.3,0.32
Alameda,2021-07,61.78,0.0,10.67,0.28
Alameda,2021-08,63.9,0.0,9.03,0.17
Alameda,2021-09,63.94,0.0,8.14,0.2
Alameda,2021-10,61.46,0.17,8.69,1.33
Alameda,2021-11,56.52,0.03,4.82,0.45
Alameda,2021-12,49.53,0.29,8.06,0.72
Amador,2010-01,46.8,0.0,6.4,2.01
Amador,2010-02,51.02,0.0,5.97,1.03
Amador,2010-03,52.83,0.0,6.67,1.35
Amador,2010-04,55.07,0.0,7.3,2.88
Amador,2010-05,61.45,0.0,9.41,4.79
Amador,2010-06,72.3,0.0,9.62,5.56
Amador,2010-07,73.98,0.0,7.73,0.85
Amador,2010-08,71.18,0.0,7.41,1.19
Amador,2010-09,71.15,0.0,6.55,1.13
Amador,2010-10,63.92,0.0,5.8,0.78
Amador,2010-11,50.01,0.0,4.98,0.46
Amador,2010-12,49.44,0.0,6.28,2.72
Amador,2011-01,43.97,0.0,3.99,0.5
Amador,2011-02,47.16,0.0,6.58,2.35
Amador,2011-03,53.14,0.0,8.06,3.58
Amador,2011-04,57.79,0.0,8.89,3.26
Amador,2011-05,60.7,0.0,9.55,4.28
Amador,2011-06,69.02,0.0,8.16,1.84
Amador,2011-07,74.19,0.0,8.23,1.14
Amador,2011-08,74.2,0.0,7.26,0.56
Amador,2011-09,73.91,0.0,6.35,0.62
Amador,2011-10,63.3,0.0,4.75,0.48
Amador,2011-11,49.76,0.0,5.34,0.98
Amador,2011-12,41.68,0.0,3.79,0.79
Amador,2012-01,45.28,0.0,5.21,1.48
Amador,2012-02,49.66,0.0,6.55,1.27
Amador,2012-03,52.63,0.0,7.07,1.58
Amador,2012-04,58.12,0.0,7.66,2.29
Amador,2012-05,66.41,0.0,9.39,3.35
Amador,2012-06,71.04,0.0,9.92,4.06
Amador,2012-07,74.6,0.0,8.11,0.9
Amador,2012-08,76.16,0.0,7.47,0.67
Amador,2012-09,72.14,0.0,6.14,0.85
Amador,2012-10,64.2,0.0,5.43,0.51
Amador,2012-11,53.54,0.0,4.74,1.51
Amador,2012-12,46.29,0.0,7.13,2.25
Amador,2013-01,41.96,0.0,3.64,0.26
Amador,2013-02,47.08,0.0,5.32,1.29
Amador,2013-03,56.38,0.0,6.44,2.9
Amador,2013-04,63.28,0.0,9.4,5.98
Amador,2013-05,67.52,0.0,10.06,6.36
Amador,2013-06,72.98,0.0,8.86,3.44
Amador,2013-07,76.75,0.0,7.77,0.59
Amador,2013-08,73.88,0.0,7.81,1.12
Amador,2013-09,69.95,0.0,7.85,1.55
Amador,2013-10,58.86,0.0,4.91,1.02
Amador,2013-11,52.83,0.0,3.84,0.41
Amador,2013-12,42.55,0.0,3.89,0.63
Amador,2014-01,48.41,0.0,3.17,0.15
Amador,2014-02,52.1,0.0,6.09,1.62
Amador,2014-03,57.87,0.04,6.49,0.86
Amador,2014-04,61.47,0.03,7.18,1.92
Amador,2014-05,68.88,0.0,9.48,3.86
Amador,2014-06,73.62,0.01,9.25,2.71
Amador,2014-07,77.65,0.0,8.12,0.68
Amador,2014-08,75.05,0.0,7.67,0.67
Amador,2014-09,73.38,0.02,6.48,0.41
Amador,2014-10,67.11,0.0,4.92,0.24
Amador,2014-11,53.99,0.04,3.87,0.24
Amador,2014-12,51.62,0.21,6.74,1.68
Amador,2015-01,46.25,0.0,3.18,0.0
Amador,2015-02,52.81,0.05,4.85,1.23
Amador,2015-03,59.22,0.01,5.83,0.52
Amador,2015-04,61.65,0.04,8.3,2.56
Amador,2015-05,63.75,0.0,9.18,3.21
Amador,2015-06,75.85,0.01,7.82,1.34
Amador,2015-07,76.69,0.0,9.01,2.17
Amador,2015-08,75.99,0.0,7.65,0.97
Amador,2015-09,74.01,0.0,6.47,1.3
Amador,2015-10,68.98,0.01,5.56,0.69
Amador,2015-11,49.67,0.06,5.16,1.0
Amador,2015-12,45.56,0.08,6.18,1.48
Amador,2016-01,48.46,0.16,6.13,1.2
Amador,2016-02,52.56,0.02,5.31,0.95
Amador,2016-03,56.81,0.11,7.9,1.61
Amador,2016-04,62.4,0.09,8.28,2.54
Amador,2016-05,67.17,0.01,8.61,2.65
Amador,2016-06,75.25,0.0,9.0,1.95
Amador,2016-07,76.82,0.0,8.59,0.99
Amador,2016-08,74.18,0.0,7.66,0.17
Amador,2016-09,71.16,0.0,6.76,0.73
Amador,2016-10,63.0,0.08,5.97,0.56
Amador,2016-11,51.04,0.06,4.07,0.09
Amador,2016-12,45.18,0.07,6.18,1.57
Amador,2017-01,45.96,0.21,8.03,3.66
Amador,2017-02,52.72,0.18,9.0,3.31
Amador,2017-03,56.58,0.07,7.03,2.0
Amador,2017-04,59.56,0.06,8.46,2.63
Amador,2017-05,68.43,0.0,9.45,2.86
Amador,2017-06,75.82,0.0,9.39,1.92
Amador,2017-07,80.12,0.0,7.81,0.38
Amador,2017-08,73.6,0.0,7.19,0.52
Amador,2017-09,73.96,0.0,7.14,0.83
Amador,2017-10,63.6,0.0,6.03,0.98
Amador,2017-11,54.94,0.03,4.39,0.09
Amador,2017-12,45.53,0.0,4.14,0.93
Amador,2018-01,50.79,0.1,5.27,0.28
Amador,2018-02,50.74,0.03,6.63,1.11
Amador,2018-03,54.63,0.08,7.21,2.17
Amador,2018-04,60.74,0.06,8.15,1.92
Amador,2018-05,67.03,0.0,10.39,3.93
Amador,2018-06,74.77,0.0,9.33,2.02
Amador,2018-07,79.94,0.0,8.41,0.55
Amador,2018-08,75.06,0.0,7.41,0.24
Amador,2018-09,71.34,0.0,6.97,0.18
Amador,2018-10,65.21,0.04,6.13,1.07
Amador,2018-11,53.98,0.07,4.72,0.47
Amador,2018-12,48.43,0.08,5.33,0.84
Amador,2019-01,49.98,0.07,6.26,1.94
Amador,2019-02,48.63,0.17,9.72,3.39
Amador,2019-03,54.63,0.08,6.87,1.62
Amador,2019-04,63.53,0.02,7.24,2.32
Amador,2019-05,64.25,0.08,8.51,1.79
Amador,2019-06,76.54,0.0,8.77,2.09
Amador,2019-07,78.34,0.0,8.34,0.76
Amador,2019-08,79.03,0.0,7.76,0.54
Amador,2019-09,73.04,0.01,7.73,1.17
Amador,2019-10,62.88,0.0,5.97,1.36
Amador,2019-11,54.76,0.03,4.78,1.16
Amador,2019-12,50.51,0.11,6.47,0.94
Amador,2020-01,48.09,0.03,4.99,0.25
Amador,2020-02,52.99,0.0,6.37,1.49
Amador,2020-03,54.69,0.06,6.23,0.79
Amador,2020-04,62.49,0.03,7.87,1.43
Amador,2020-05,70.51,0.01,8.04,2.14
Amador,2020-06,76.03,0.0,9.91,3.91
Amador,2020-07,77.73,0.0,8.38,0.63
Amador,2020-08,81.22,0.0,7.95,0.95
Amador,2020-09,76.09,0.0,6.45,0.82
Amador,2020-10,68.6,0.0,5.04,0.47
Amador,2020-11,51.92,0.0,4.63,0.41
Amador,2020-12,47.5,0.06,5.24,0.09
Amador,2021-01,49.1,0.13,6.9,2.09
Amador,2021-02,52.75,0.03,7.12,1.19
Amador,2021-03,52.3,0.03,7.19,1.67
Amador,2021-04,58.97,0.0,8.41,1.86
Amador,2021-05,66.94,0.0,10.97,3.95
Amador,2021-06,72.83,0.0,9.87,1.85
Amador,2021-07,77.05,0.0,8.46,0.48
Amador,2021-08,74.76,0.0,7.63,0.39
Amador,2021-09,71.56,0.0,7.21,0.73
Amador,2021-10,60.45,0.12,6.19,1.94
Amador,2021-11,51.76,0.02,4.29,0.24
Amador,2021-12,46.51,0.13,7.05,1.43
Butte,2010-01,47.3,0.0,6.47,3.06
Butte,2010-02,50.96,0.0,6.04,1.67
Butte,2010-03,52.56,0.0,7.54,1.99
Butte,2010-04,54.82,0.0,8.36,3.41
Butte,2010-05,60.66,0.0,8.59,3.16
Butte,2010-06,71.98,0.0,9.37,2.91
Butte,2010-07,72.91,0.0,8.94,0.63
Butte,2010-08,70.39,0.0,8.83,1.18
Butte,2010-09,70.75,0.0,6.06,0.48
Butte,2010-10,63.27,0.0,6.84,1.19
Butte,2010-11,51.77,0.0,6.96,1.52
Butte,2010-12,49.6,0.0,6.4,2.14
Butte,2011-01,44.34,0.0,4.18,0.32
Butte,2011-02,47.08,0.0,8.47,4.5
Butte,2011-03,52.56,0.0,9.03,3.79
Butte,2011-04,57.31,0.0,8.75,3.15
Butte,2011-05,60.5,0.0,9.38,2.88
Butte,2011-06,68.59,0.0,7.77,1.48
Butte,2011-07,73.49,0.0,8.22,0.73
Butte,2011-08,72.72,0.0,7.18,0.2
Butte,2011-09,73.24,0.0,6.03,0.53
Butte,2011-10,63.04,0.0,5.07,0.47
Butte,2011-11,50.55,0.0,6.33,1.76
Butte,2011-12,44.62,0.0,5.69,1.81
Butte,2012-01,46.81,0.0,6.12,2.41
Butte,2012-02,50.67,0.0,7.51,2.69
Butte,2012-03,52.96,0.0,8.95,3.28
Butte,2012-04,59.76,0.0,7.1,1.49
Butte,2012-05,67.9,0.0,8.5,2.64
Butte,2012-06,72.26,0.0,9.31,2.81
Butte,2012-07,74.48,0.0,8.54,1.52
Butte,2012-08,75.63,0.0,7.69,0.84
Butte,2012-09,72.09,0.0,5.55,0.0
Butte,2012-10,64.08,0.0,6.18,0.87
Butte,2012-11,54.11,0.0,5.57,2.61
Butte,2012-12,47.51,0.0,7.37,2.73
Butte,2013-01,42.76,0.0,3.5,0.06
Butte,2013-02,48.37,0.0,6.21,1.33
Butte,2013-03,56.37,0.0,6.63,1.52
Butte,2013-04,63.09,0.0,9.23,5.32
Butte,2013-05,67.72,0.0,9.32,2.44
Butte,2013-06,73.54,0.0,8.03,1.08
Butte,2013-07,75.33,0.0,9.07,1.01
Butte,2013-08,73.22,0.0,8.5,0.28
Butte,2013-09,69.97,0.0,8.46,1.23
Butte,2013-10,60.78,0.0,5.89,1.94
Butte,2013-11,53.28,0.0,5.73,2.07
Butte,2013-12,42.7,0.0,4.65,1.31
Butte,2014-01,48.17,0.0,3.75,0.48
Butte,2014-02,52.68,0.0,7.51,2.61
Butte,2014-03,57.46,0.0,7.98,2.53
Butte,2014-04,61.02,0.05,6.6,1.23
Butte,2014-05,68.91,0.01,8.08,2.28
Butte,2014-06,73.6,0.0,8.75,1.78
Butte,2014-07,76.28,0.0,8.78,0.6
Butte,2014-08,73.43,0.0,8.57,0.85
Butte,2014-09,72.4,0.01,6.82,0.31
Butte,2014-10,65.73,0.01,5.67,1.24
Butte,2014-11,53.38,0.06,4.38,0.37
Butte,2014-12,51.59,0.26,7.43,2.25
Butte,2015-01,46.35,0.0,3.29,0.06
Butte,2015-02,53.29,0.09,5.9,2.0
Butte,2015-03,59.4,0.0,5.3,0.54
Butte,2015-04,60.66,0.05,8.11,2.66
Butte,2015-05,63.17,0.0,10.12,2.47
Butte,2015-06,75.11,0.0,8.3,0.91
Butte,2015-07,75.46,0.0,9.69,1.36
Butte,2015-08,74.49,0.0,8.32,0.52
Butte,2015-09,71.88,0.0,6.94,1.16
Butte,2015-10,67.87,0.0,5.97,0.7
Butte,2015-11,48.95,0.06,5.97,0.8
Butte,2015-12,46.13,0.04,7.11,2.32
Butte,2016-01,49.2,0.16,7.75,3.57
Butte,2016-02,52.62,0.03,5.61,1.14
Butte,2016-03,56.31,0.2,8.53,2.61
Butte,2016-04,62.07,0.02,8.67,2.68
Butte,2016-05,67.65,0.02,7.65,1.05
Butte,2016-06,74.32,0.0,8.4,0.57
Butte,2016-07,75.22,0.0,9.44,0.71
Butte,2016-08,72.6,0.0,8.91,0.2
Butte,2016-09,70.26,0.0,7.25,0.58
Butte,2016-10,61.85,0.08,7.2,1.03
Butte,2016-11,53.16,0.05,5.0,0.02
Butte,2016-12,43.93,0.09,6.06,1.26
Butte,2017-01,46.01,0.3,9.47,4.63
Butte,2017-02,51.93,0.23,9.64,3.89
Butte,2017-03,55.92,0.07,7.79,2.31
Butte,2017-04,58.53,0.1,8.36,1.8
Butte,2017-05,66.96,0.0,8.68,1.85
Butte,2017-06,74.33,0.01,8.36,0.61
Butte,2017-07,78.16,0.0,8.45,0.2
Butte,2017-08,76.11,0.0,8.7,0.23
Butte,2017-09,72.76,0.0,7.44,0.74
Butte,2017-10,62.54,0.01,6.92,2.3
Butte,2017-11,53.93,0.07,6.09,0.13
Butte,2017-12,44.38,0.0,5.11,1.76
Butte,2018-01,48.59,0.14,5.24,0.13
Butte,2018-02,48.48,0.01,7.18,2.14
Butte,2018-03,52.32,0.17,7.84,1.99
Butte,2018-04,58.76,0.06,7.61,1.39
Butte,2018-05,65.13,0.01,9.77,2.39
Butte,2018-06,72.53,0.0,9.07,0.96
Butte,2018-07,77.06,0.0,8.33,0.12
Butte,2018-08,72.95,0.0,8.02,0.34
Butte,2018-09,69.76,0.0,6.68,0.14
Butte,2018-10,63.73,0.05,6.59,1.12
Butte,2018-11,52.51,0.11,6.04,1.66
Butte,2018-12,47.31,0.07,6.8,0.96
Butte,2019-01,48.66,0.15,7.2,2.93
Butte,2019-02,47.02,0.28,10.43,4.53
Butte,2019-03,52.93,0.12,7.78,1.61
Butte,2019-04,61.93,0.01,8.51,1.65
Butte,2019-05,62.13,0.08,9.15,1.5
Butte,2019-06,73.97,0.0,8.46,1.75
Butte,2019-07,75.38,0.0,8.64,0.4
Butte,2019-09,70.69,0.01,7.41,0.46
Butte,2019-10,61.14,0.0,7.13,3.05
Butte,2019-11,53.81,0.01,4.86,1.84
Butte,2019-12,48.9,0.18,6.21,0.87
Butte,2020-01,47.64,0.04,6.32,0.12
Butte,2020-02,52.31,0.0,7.11,2.22
Butte,2020-03,52.99,0.05,7.84,1.55
Butte,2020-04,60.9,0.03,7.81,1.13
Butte,2020-05,68.71,0.01,8.28,1.21
Butte,2020-06,74.13,0.0,9.0,2.05
Butte,2020-07,75.27,0.0,9.02,0.35
Butte,2020-08,78.33,0.0,7.53,0.46
Butte,2020-09,74.01,0.0,6.67,0.98
Butte,2020-10,66.68,0.0,5.48,0.99
Butte,2020-11,51.31,0.02,5.42,0.68
Butte,2020-12,46.55,0.04,5.75,0.66
Butte,2021-01,48.19,0.08,7.55,3.44
Butte,2021-02,51.59,0.03,7.32,1.88
Butte,2021-03,53.07,0.05,8.03,2.0
Butte,2021-04,61.49,0.0,8.11,0.87
Butte,2021-05,69.05,0.0,10.03,4.48
Butte,2021-06,74.39,0.0,9.5,0.99
Butte,2021-07,76.75,0.0,9.34,0.33
Butte,2021-08,75.15,0.0,7.67,0.41
Butte,2021-09,72.87,0.0,7.23,0.92
Butte,2021-10,61.67,0.16,7.81,2.8
Butte,2021-11,52.98,0.02,4.41,0.81
Butte,2021-12,45.59,0.19,6.99,2.57
Calaveras,2010-01,46.8,0.0,6.4,2.01
Calaveras,2010-02,51.02,0.0,5.97,1.03
Calaveras,2010-03,52.83,0.0,6.67,1.35
Calaveras,2010-04,55.07,0.0,7.3,2.88
Calaveras,2010-05,61.45,0.0,9.41,4.79
Calaveras,2010-06,72.3,0.0,9.62,5.56
Calaveras,2010-07,73.98,0.0,7.73,0.85
Calaveras,2010-08,71.18,0.0,7.41,1.19
Calaveras,2010-09,71.15,0.0,6.55,1.13
Calaveras,2010-10,63.92,0.0,5.8,0.78
Calaveras,2010-11,50.01,0.0,4.98,0.46
Calaveras,2010-12,49.44,0.0,6.28,2.72
Calaveras,2011-01,43.97,0.0,3.99,0.5
Calaveras,2011-02,47.16,0.0,6.58,2.35
Calaveras,2011-03,53.14,0.0,8.06,3.58
Calaveras,2011-04,57.79,0.0,8.89,3.26
Calaveras,2011-05,60.7,0.0,9.55,4.28
Calaveras,2011-06,69.02,0.0,8.16,1.84
Calaveras,2011-07,74.19,0.0,8.23,1.14
Calaveras,2011-08,74.2,0.0,7.26,0.56
Calaveras,2011-09,73.91,0.0,6.35,0.62
Calaveras,2011-10,63.3,0.0,4.75,0.48
Calaveras,2011-11,49.76,0.0,5.34,0.98
Calaveras,2011-12,41.68,0.0,3.79,0.79
Calaveras,2012-01,45.28,0.0,5.21,1.48
Calaveras,2012-02,49.66,0.0,6.55,1.27
Calaveras,2012-03,52.63,0.0,7.07,1.58
Calaveras,2012-04,58.12,0.0,7.66,2.29
Calaveras,2012-05,66.41,0.0,9.39,3.35
Calaveras,2012-06,71.04,0.0,9.92,4.06
Calaveras,2012-07,74.6,0.0,8.11,0.9
Calaveras,2012-08,76.16,0.0,7.47,0.67
Calaveras,2012-09,72.14,0.0,6.14,0.85
Calaveras,2012-10,64.2,0.0,5.43,0.51
Calaveras,2012-11,53.54,0.0,4.74,1.51
Calaveras,2012-12,46.29,0.0,7.13,2.25
Calaveras,2013-01,41.96,0.0,3.64,0.26
Calaveras,2013-02,47.08,0.0,5.32,1.29
Calaveras,2013-03,56.38,0.0,6.44,2.9
Calaveras,2013-04,63.28,0.0,9.4,5.98
Calaveras,2013-05,67.52,0.0,10.06,6.36
Calaveras,2013-06,72.98,0.0,8.86,3.44
Calaveras,2013-07,76.75,0.0,7.77,0.59
Calaveras,2013-08,73.88,0.0,7.81,1.12
Calaveras,2013-09,69.95,0.0,7.85,1.55
Calaveras,2013-10,58.86,0.0,4.91,1.02
Calaveras,2013-11,52.83,0.0,3.84,0.41
Calaveras,2013-12,42.55,0.0,3.89,0.63
Calaveras,2014-01,48.41,0.0,3.17,0.15
Calaveras,2014-02,52.1,0.0,6.09,1.62
Calaveras,2014-03,57.87,0.04,6.49,0.86
Calaveras,2014-04,61.47,0.03,7.18,1.92
Calaveras,2014-05,68.88,0.0,9.48,3.86
Calaveras,2014-06,73.62,0.01,9.25,2.71
Calaveras,2014-07,77.65,0.0,8.12,0.68
Calaveras,2014-08,75.05,0.0,7.67,0.67
Calaveras,2014-09,73.38,0.02,6.48,0.41
Calaveras,2014-10,67.11,0.0,4.92,0.24
Calaveras,2014-11,53.99,0.04,3.87,0.24
Calaveras,2014-12,51.62,0.21,6.74,1.68
Calaveras,2015-01,46.25,0.0,3.18,0.0
Calaveras,2015-02,52.81,0.05,4.85,1.23
Calaveras,2015-03,59.22,0.01,5.83,0.52
Calaveras,2015-04,61.65,0.04,8.3,2.56
Calaveras,2015-05,63.75,0.0,9.18,3.21
Calaveras,2015-06,75.85,0.01,7.82,1.34
Calaveras,2015-07,76.69,0.0,9.01,2.17
Calaveras,2015-08,75.99,0.0,7.65,0.97
Calaveras,2015-09,74.01,0.0,6.47,1.3
Calaveras,2015-10,68.98,0.01,5.56,0.69
Calaveras,2015-11,49.67,0.06,5.16,1.0
Calaveras,2015-12,45.56,0.08,6.18,1.48
Calaveras,2016-01,48.46,0.16,6.13,1.2
Calaveras,2016-02,52.56,0.02,5.31,0.95
Calaveras,2016-03,56.81,0.11,7.9,1.61
Calaveras,2016-04,62.4,0.09,8.28,2.54
Calaveras,2016-05,67.17,0.01,8.61,2.65
Calaveras,2016-06,75.25,0.0,9.0,1.95
Calaveras,2016-07,76.82,0.0,8.59,0.99
Calaveras,2016-08,74.18,0.0,7.66,0.17
Calaveras,2016-09,71.16,0.0,6.76,0.73
Calaveras,2016-10,63.0,0.08,5.97,0.56
Calaveras,2016-11,51.04,0.06,4.07,0.09
Calaveras,2016-12,45.18,0.07,6.18,1.57
Calaveras,2017-01,45.96,0.21,8.03,3.66
Calaveras,2017-02,52.72,0.18,9.0,3.31
Calaveras,2017-03,56.58,0.07,7.03,2.0
Calaveras,2017-04,59.56,0.06,8.46,2.63
Calaveras,2017-05,68.43,0.0,9.45,2.86
Calaveras,2017-06,75.82,0.0,9.39,1.92
Calaveras,2017-07,80.12,0.0,7.81,0.38
Calaveras,2017-08,73.6,0.0,7.19,0.52
Calaveras,2017-09,73.96,0.0,7.14,0.83
Calaveras,2017-10,63.6,0.0,6.03,0.98
Calaveras,2017-11,54.94,0.03,4.39,0.09
Calaveras,2017-12,45.53,0.0,4.14,0.93
Calaveras,2018-01,50.79,0.1,5.27,0.28
Calaveras,2018-02,50.74,0.03,6.63,1.11
Calaveras,2018-03,54.63,0.08,7.21,2.17
Calaveras,2018-04,60.74,0.06,8.15,1.92
Calaveras,2018-05,67.03,0.0,10.39,3.93
Calaveras,2018-06,74.77,0.0,9.33,2.02
Calaveras,2018-07,79.94,0.0,8.41,0.55
Calaveras,2018-08,75.06,0.0,7.41,0.24
Calaveras,2018-09,71.34,0.0,6.97,0.18
Calaveras,2018-10,65.21,0.04,6.13,1.07
Calaveras,2018-11,53.98,0.07,4.72,0.47
Calaveras,2018-12,48.43,0.08,5.33,0.84
Calaveras,2019-01,49.98,0.07,6.26,1.94
Calaveras,2019-02,48.63,0.17,9.72,3.39
Calaveras,2019-03,54.63,0.08,6.87,1.62
Calaveras,2019-04,63.53,0.02,7.24,2.32
