County,Date,Temperature,Precipitation,Wind,Gust Wind
Orange,2010-01,55.61,0.0,3.13,1.49
Orange,2010-02,56.9,0.0,4.15,1.24
Orange,2010-03,59.31,0.0,4.56,1.04
Orange,2010-04,58.72,0.0,5.12,2.14
Orange,2010-05,62.68,0.0,5.73,1.15
Orange,2010-06,66.76,0.0,5.88,0.46
Orange,2010-07,69.26,0.0,5.26,0.19
Orange,2010-08,70.43,0.0,4.78,0.24
Orange,2010-09,70.29,0.0,3.94,0.11
Orange,2010-10,69.18,0.0,3.86,0.14
Orange,2010-11,65.02,0.0,3.8,1.54
Orange,2010-12,57.97,0.0,3.47,1.16
Orange,2011-01,57.37,0.0,2.89,0.53
Orange,2011-02,55.11,0.0,4.63,2.11
Orange,2011-03,57.63,0.0,4.11,0.72
Orange,2011-04,62.61,0.0,5.83,0.82
Orange,2011-05,62.96,0.0,5.6,1.61
Orange,2011-06,64.82,0.0,5.56,0.37
Orange,2011-07,70.22,0.0,5.39,0.33
Orange,2011-08,69.5,0.0,4.82,0.26
Orange,2011-09,68.36,0.0,4.3,0.02
Orange,2011-10,64.9,0.0,3.46,0.29
Orange,2011-11,58.93,0.0,2.88,0.36
Orange,2011-12,55.19,0.0,3.56,1.56
Orange,2012-01,58.28,0.0,3.13,1.08
Orange,2012-02,57.71,0.0,3.99,0.99
Orange,2012-03,57.64,0.0,4.69,1.35
Orange,2012-04,60.85,0.0,4.88,1.03
Orange,2012-05,63.94,0.0,5.54,0.55
Orange,2012-06,65.9,0.0,5.29,0.41
Orange,2012-07,69.07,0.0,5.12,0.31
Orange,2012-08,75.28,0.0,5.01,0.25
Orange,2012-09,75.41,0.0,3.84,0.0
Orange,2012-10,70.03,0.0,3.31,0.17
Orange,2012-11,62.77,0.0,2.86,0.28
Orange,2012-12,56.34,0.0,2.83,0.31
Orange,2013-01,54.32,0.0,2.82,0.43
Orange,2013-02,55.32,0.0,4.05,1.24
Orange,2013-03,58.06,0.0,4.22,0.23
Orange,2013-04,61.26,0.0,5.82,1.4
Orange,2013-05,65.27,0.0,5.94,0.84
Orange,2013-06,66.86,0.0,5.77,0.55
Orange,2013-07,70.34,0.0,4.94,0.16
Orange,2013-08,72.09,0.0,4.59,0.15
Orange,2013-09,74.05,0.0,4.3,0.3
Orange,2013-10,66.18,0.0,3.88,0.88
Orange,2013-11,62.95,0.0,2.94,0.35
Orange,2013-12,57.7,0.0,2.99,0.52
Orange,2014-01,60.49,0.0,2.66,0.72
Orange,2014-02,59.25,0.0,3.78,0.52
Orange,2014-03,61.92,0.0,4.15,0.88
Orange,2014-04,64.43,0.01,5.57,2.17
Orange,2014-05,70.69,0.0,5.96,1.8
Orange,2014-06,69.37,0.0,5.57,0.4
Orange,2014-07,74.42,0.0,4.96,0.22
Orange,2014-08,74.96,0.0,4.53,0.31
Orange,2014-09,77.15,0.0,4.15,0.22
Orange,2014-10,72.57,0.0,3.03,0.06
Orange,2014-11,66.96,0.01,3.38,0.83
Orange,2014-12,61.22,0.09,3.6,1.32
Orange,2015-01,61.74,0.03,2.59,0.76
Orange,2015-02,64.03,0.01,3.39,0.31
Orange,2015-03,66.12,0.02,4.17,0.73
Orange,2015-04,64.04,0.0,4.53,1.0
Orange,2015-05,62.4,0.03,4.98,0.89
Orange,2015-06,67.98,0.0,5.39,0.28
Orange,2015-07,70.1,0.01,4.91,0.6
Orange,2015-08,73.55,0.0,4.93,0.43
Orange,2015-09,75.12,0.06,4.25,0.62
Orange,2015-10,73.0,0.0,3.71,0.23
Orange,2015-11,60.55,0.0,3.1,1.0
Orange,2015-12,55.38,0.03,3.35,1.39
Orange,2016-01,55.92,0.06,3.29,1.13
Orange,2016-02,61.74,0.0,3.15,0.6
Orange,2016-03,59.96,0.04,4.51,1.53
Orange,2016-04,63.47,0.01,4.96,1.42
Orange,2016-05,62.66,0.0,5.48,1.03
Orange,2016-06,67.77,0.0,5.54,0.29
Orange,2016-07,71.41,0.0,5.92,0.47
Orange,2016-08,70.49,0.0,5.11,0.25
Orange,2016-09,70.98,0.0,4.93,0.34
Orange,2016-10,67.83,0.03,3.49,0.02
Orange,2016-11,63.43,0.04,3.29,0.46
Orange,2016-12,57.25,0.12,4.21,1.63
Orange,2017-01,56.67,0.17,4.9,2.0
Orange,2017-02,57.25,0.14,4.24,0.79
Orange,2017-03,60.96,0.0,4.18,0.39
Orange,2017-04,64.36,0.0,5.76,0.88
Orange,2017-05,64.01,0.0,6.21,1.05
Orange,2017-06,66.94,0.0,6.06,0.22
Orange,2017-07,71.84,0.0,5.79,0.18
Orange,2017-08,72.06,0.0,5.39,0.16
Orange,2017-09,71.29,0.0,4.94,0.25
Orange,2017-10,70.63,0.0,4.45,0.4
Orange,2017-11,63.94,0.0,2.65,0.0
Orange,2017-12,60.25,0.0,4.29,2.63
Orange,2018-01,60.22,0.01,3.44,0.8
Orange,2018-02,58.1,0.01,4.64,0.88
Orange,2018-03,59.14,0.0,4.83,0.59
Orange,2018-04,61.99,0.0,5.48,0.89
Orange,2018-05,62.77,0.0,5.95,0.64
Orange,2018-06,66.9,0.0,6.52,0.71
Orange,2018-07,75.05,0.0,6.19,0.3
Orange,2018-08,75.32,0.0,5.18,0.15
Orange,2018-09,69.99,0.0,4.8,0.06
Orange,2018-10,68.17,0.03,4.39,1.0
Orange,2018-11,64.5,0.04,4.28,1.57
Orange,2018-12,57.54,0.11,3.53,1.28
Orange,2019-01,57.79,0.14,4.53,1.86
Orange,2019-02,53.47,0.22,4.75,1.73
Orange,2019-03,59.7,0.03,5.16,1.3
Orange,2019-04,62.48,0.0,5.2,0.7
Orange,2019-05,61.96,0.02,5.97,0.96
Orange,2019-06,66.19,0.0,5.49,0.13
Orange,2019-07,70.1,0.0,5.96,0.23
Orange,2019-08,72.27,0.0,5.29,0.08
Orange,2019-09,73.71,0.0,5.03,0.22
Orange,2019-10,69.96,0.0,4.51,0.61
Orange,2019-11,62.95,0.03,3.4,0.29
Orange,2019-12,58.52,0.13,3.76,0.96
Orange,2020-01,59.11,0.0,3.29,0.35
Orange,2020-02,60.98,0.01,4.36,1.48
Orange,2020-03,61.12,0.09,5.07,0.56
Orange,2020-04,64.68,0.07,5.72,0.61
Orange,2020-05,69.55,0.0,5.51,0.39
Orange,2020-06,69.86,0.0,6.02,0.64
Orange,2020-07,70.37,0.0,5.22,0.18
Orange,2020-08,73.88,0.0,5.03,0.04
Orange,2020-09,73.58,0.0,3.81,0.0
Orange,2020-10,70.87,0.0,3.79,0.89
Orange,2020-11,61.41,0.0,3.4,0.95
Orange,2020-12,58.26,0.03,3.13,0.31
Orange,2021-01,57.33,0.06,4.02,1.46
Orange,2021-02,58.11,0.0,4.21,0.68
Orange,2021-03,57.85,0.04,5.12,0.91
Orange,2021-04,62.76,0.0,5.44,0.69
Orange,2021-05,64.7,0.0,6.27,0.63
Orange,2021-06,68.49,0.0,6.11,0.38
Orange,2021-07,73.11,0.0,5.83,0.18
Orange,2021-08,72.58,0.0,5.21,0.11
Orange,2021-09,71.56,0.0,4.25,0.02
Orange,2021-10,67.28,0.03,4.11,0.52
Orange,2021-11,65.34,0.0,3.79,1.14
Orange,2021-12,56.15,0.15,3.91,1.16
Placer,2010-01,47.3,0.0,6.47,3.06
Placer,2010-02,50.96,0.0,6.04,1.67
Placer,2010-03,52.56,0.0,7.54,1.99
Placer,2010-04,54.82,0.0,8.36,3.41
Placer,2010-05,60.66,0.0,8.59,3.16
Placer,2010-06,71.98,0.0,9.37,2.91
Placer,2010-07,72.91,0.0,8.94,0.63
Placer,2010-08,70.39,0.0,8.83,1.18
Placer,2010-09,70.75,0.0,6.06,0.48
Placer,2010-10,63.27,0.0,6.84,1.19
Placer,2010-11,51.77,0.0,6.96,1.52
Placer,2010-12,49.6,0.0,6.4,2.14
Placer,2011-01,44.34,0.0,4.18,0.32
Placer,2011-02,47.08,0.0,8.47,4.5
Placer,2011-03,52.56,0.0,9.03,3.79
Placer,2011-04,57.31,0.0,8.75,3.15
Placer,2011-05,60.5,0.0,9.38,2.88
Placer,2011-06,68.59,0.0,7.77,1.48
Placer,2011-07,73.49,0.0,8.22,0.73
Placer,2011-08,72.72,0.0,7.18,0.2
Placer,2011-09,73.24,0.0,6.03,0.53
Placer,2011-10,63.04,0.0,5.07,0.47
Placer,2011-11,50.55,0.0,6.33,1.76
Placer,2011-12,44.62,0.0,5.69,1.81
Placer,2012-01,46.81,0.0,6.12,2.41
Placer,2012-02,50.67,0.0,7.51,2.69
Placer,2012-03,52.96,0.0,8.95,3.28
Placer,2012-04,59.76,0.0,7.1,1.49
Placer,2012-05,67.9,0.0,8.5,2.64
Placer,2012-06,72.26,0.0,9.31,2.81
Placer,2012-07,74.48,0.0,8.54,1.52
Placer,2012-08,75.63,0.0,7.69,0.84
Placer,2012-09,72.09,0.0,5.55,0.0
Placer,2012-10,64.08,0.0,6.18,0.87
Placer,2012-11,54.11,0.0,5.57,2.61
Placer,2012-12,47.51,0.0,7.37,2.73
Placer,2013-01,42.76,0.0,3.5,0.06
Placer,2013-02,48.37,0.0,6.21,1.33
Placer,2013-03,56.37,0.0,6.63,1.52
Placer,2013-04,63.09,0.0,9.23,5.32
Placer,2013-05,67.72,0.0,9.32,2.44
Placer,2013-06,73.54,0.0,8.03,1.08
Placer,2013-07,75.33,0.0,9.07,1.01
Placer,2013-08,73.22,0.0,8.5,0.28
Placer,2013-09,69.97,0.0,8.46,1.23
Placer,2013-10,60.78,0.0,5.89,1.94
Placer,2013-11,53.28,0.0,5.73,2.07
Placer,2013-12,42.7,0.0,4.65,1.31
Placer,2014-01,48.17,0.0,3.75,0.48
Placer,2014-02,52.68,0.0,7.51,2.61
Placer,2014-03,57.46,0.0,7.98,2.53
Placer,2014-04,61.02,0.05,6.6,1.23
Placer,2014-05,68.91,0.01,8.08,2.28
Placer,2014-06,73.6,0.0,8.75,1.78
Placer,2014-07,76.28,0.0,8.78,0.6
Placer,2014-08,73.43,0.0,8.57,0.85
Placer,2014-09,72.4,0.01,6.82,0.31
Placer,2014-10,65.73,0.01,5.67,1.24
Placer,2014-11,53.38,0.06,4.38,0.37
Placer,2014-12,51.59,0.26,7.43,2.25
Placer,2015-01,46.35,0.0,3.29,0.06
Placer,2015-02,53.29,0.09,5.9,2.0
Placer,2015-03,59.4,0.0,5.3,0.54
Placer,2015-04,60.66,0.05,8.11,2.66
Placer,2015-05,63.17,0.0,10.12,2.47
Placer,2015-06,75.11,0.0,8.3,0.91
Placer,2015-07,75.46,0.0,9.69,1.36
Placer,2015-08,74.49,0.0,8.32,0.52
Placer,2015-09,71.88,0.0,6.94,1.16
Placer,2015-10,67.87,0.0,5.97,0.7
Placer,2015-11,48.95,0.06,5.97,0.8
Placer,2015-12,46.13,0.04,7.11,2.32
Placer,2016-01,49.2,0.16,7.75,3.57
Placer,2016-02,52.62,0.03,5.61,1.14
Placer,2016-03,56.31,0.2,8.53,2.61
Placer,2016-04,62.07,0.02,8.67,2.68
Placer,2016-05,67.65,0.02,7.65,1.05
Placer,2016-06,74.32,0.0,8.4,0.57
Placer,2016-07,75.22,0.0,9.44,0.71
Placer,2016-08,72.6,0.0,8.91,0.2
Placer,2016-09,70.26,0.0,7.25,0.58
Placer,2016-10,61.85,0.08,7.2,1.03
Placer,2016-11,53.16,0.05,5.0,0.02
Placer,2016-12,43.93,0.09,6.06,1.26
Placer,2017-01,46.01,0.3,9.47,4.63
Placer,2017-02,51.93,0.23,9.64,3.89
Placer,2017-03,55.92,0.07,7.79,2.31
Placer,2017-04,58.53,0.1,8.36,1.8
Placer,2017-05,66.96,0.0,8.68,1.85
Placer,2017-06,74.33,0.01,8.36,0.61
Placer,2017-07,78.16,0.0,8.45,0.2
Placer,2017-08,76.11,0.0,8.7,0.23
Placer,2017-09,72.76,0.0,7.44,0.74
Placer,2017-10,62.54,0.01,6.92,2.3
Placer,2017-11,53.93,0.07,6.09,0.13
Placer,2017-12,44.38,0.0,5.11,1.76
Placer,2018-01,48.59,0.14,5.24,0.13
Placer,2018-02,48.48,0.01,7.18,2.14
Placer,2018-03,52.32,0.17,7.84,1.99
Placer,2018-04,58.76,0.06,7.61,1.39
Placer,2018-05,65.13,0.01,9.77,2.39
Placer,2018-06,72.53,0.0,9.07,0.96
Placer,2018-07,77.06,0.0,8.33,0.12
Placer,2018-08,72.95,0.0,8.02,0.34
Placer,2018-09,69.76,0.0,6.68,0.14
Placer,2018-10,63.73,0.05,6.59,1.12
Placer,2018-11,52.51,0.11,6.04,1.66
Placer,2018-12,47.31,0.07,6.8,0.96
Placer,2019-01,48.66,0.15,7.2,2.93
Placer,2019-02,47.02,0.28,10.43,4.53
Placer,2019-03,52.93,0.12,7.78,1.61
Placer,2019-04,61.93,0.01,8.51,1.65
Placer,2019-05,62.13,0.08,9.15,1.5
Placer,2019-06,73.97,0.0,8.46,1.75
Placer,2019-07,75.38,0.0,8.64,0.4
Placer,2019-08,76.73,0.0,7.76,0.31
Placer,2019-09,70.69,0.01,7.41,0.46
Placer,2019-10,61.14,0.0,7.13,3.05
Placer,2019-11,53.81,0.01,4.86,1.84
Placer,2019-12,48.9,0.18,6.21,0.87
Placer,2020-01,47.64,0.04,6.32,0.12
Placer,2020-02,52.31,0.0,7.11,2.22
Placer,2020-03,52.99,0.05,7.84,1.55
Placer,2020-04,60.9,0.03,7.81,1.13
Placer,2020-05,68.71,0.01,8.28,1.21
Placer,2020-06,74.13,0.0,9.0,2.05
Placer,2020-07,75.27,0.0,9.02,0.35
Placer,2020-08,78.33,0.0,7.53,0.46
Placer,2020-09,74.01,0.0,6.67,0.98
Placer,2020-10,66.68,0.0,5.48,0.99
Placer,2020-11,51.31,0.02,5.42,0.68
Placer,2020-12,46.55,0.04,5.75,0.66
Placer,2021-01,48.19,0.08,7.55,3.44
Placer,2021-02,51.59,0.03,7.32,1.88
Placer,2021-03,53.07,0.05,8.03,2.0
Placer,2021-04,61.49,0.0,8.11,0.87
Placer,2021-05,69.05,0.0,10.03,4.48
Placer,2021-06,74.39,0.0,9.5,0.99
Placer,2021-07,76.75,0.0,9.34,0.33
Placer,2021-08,75.15,0.0,7.67,0.41
Placer,2021-09,72.87,0.0,7.23,0.92
Placer,2021-10,61.67,0.16,7.81,2.8
Placer,2021-11,52.98,0.02,4.41,0.81
Placer,2021-12,45.59,0.19,6.99,2.57
Plumas,2010-01,36.24,0.0,3.83,2.27
Plumas,2010-02,39.97,0.0,3.36,0.83
Plumas,2010-03,45.45,0.0,7.36,5.76
Plumas,2010-04,48.87,0.0,8.55,7.23
Plumas,2010-05,52.84,0.0,8.37,7.5
Plumas,2010-06,68.9,0.0,8.01,7.03
Plumas,2010-07,78.52,0.0,6.85,5.07
Plumas,2010-08,72.95,0.0,6.35,4.9
Plumas,2010-09,67.34,0.0,4.76,2.91
Plumas,2010-10,55.42,0.0,4.14,1.87
Plumas,2010-11,40.46,0.0,5.55,4.07
Plumas,2010-12,38.74,0.0,5.07,3.95
Plumas,2011-01,35.98,0.0,2.52,0.6
Plumas,2011-02,34.85,0.0,5.72,4.72
Plumas,2011-03,43.86,0.0,8.23,6.65
Plumas,2011-04,48.83,0.0,8.38,7.58
Plumas,2011-05,54.46,0.0,8.67,8.14
Plumas,2011-06,65.63,0.0,7.37,5.14
Plumas,2011-07,75.62,0.0,7.04,5.74
Plumas,2011-08,75.67,0.0,6.07,4.27
Plumas,2011-09,70.7,0.0,4.24,1.67
Plumas,2011-10,55.82,0.0,4.5,2.64
Plumas,2011-11,41.45,0.0,5.07,3.35
Plumas,2011-12,32.91,0.0,2.84,1.16
Plumas,2012-01,38.2,0.0,4.17,2.92
Plumas,2012-02,38.99,0.0,5.41,3.29
Plumas,2012-03,45.21,0.0,10.8,11.18
Plumas,2012-04,53.63,0.0,7.91,6.64
Plumas,2012-05,62.02,0.0,7.24,5.49
Plumas,2012-06,69.24,0.0,8.64,8.16
Plumas,2012-07,77.77,0.0,7.26,6.16
Plumas,2012-08,78.79,0.0,5.82,4.23
Plumas,2012-09,71.26,0.0,4.17,1.97
Plumas,2012-10,57.67,0.0,4.73,2.87
Plumas,2012-11,45.33,0.0,5.24,5.03
Plumas,2012-12,36.12,0.0,5.96,5.29
Plumas,2013-01,28.37,0.0,2.93,1.2
Plumas,2013-02,37.91,0.0,4.16,2.33
Plumas,2013-03,49.08,0.0,5.51,3.57
Plumas,2013-04,53.88,0.0,7.9,5.93
Plumas,2013-05,61.25,0.0,7.37,6.06
Plumas,2013-06,72.52,0.0,6.75,4.95
Plumas,2013-07,80.76,0.0,6.73,5.08
Plumas,2013-08,74.61,0.0,6.39,4.65
Plumas,2013-09,66.64,0.0,6.44,5.05
Plumas,2013-10,50.7,0.0,3.97,1.46
Plumas,2013-11,43.02,0.0,2.48,0.85
Plumas,2013-12,28.12,0.0,2.69,0.93
Plumas,2014-01,37.9,0.0,2.8,0.89
Plumas,2014-02,44.11,0.0,6.33,4.47
Plumas,2014-03,48.54,0.0,7.81,5.8
Plumas,2014-04,54.58,0.01,7.38,4.49
Plumas,2014-05,62.28,0.02,8.38,6.47
Plumas,2014-06,72.2,0.0,7.97,5.64
Plumas,2014-07,80.57,0.01,6.95,3.82
Plumas,2014-08,73.72,0.03,6.32,3.43
Plumas,2014-09,69.03,0.01,6.24,3.74
Plumas,2014-10,58.03,0.0,5.47,3.7
Plumas,2014-11,44.74,0.02,4.49,2.04
Plumas,2014-12,39.46,0.03,5.36,2.79
Plumas,2015-01,39.27,0.0,2.49,0.19
Plumas,2015-02,45.6,0.05,5.58,3.73
Plumas,2015-03,52.22,0.0,5.45,2.28
Plumas,2015-04,52.47,0.01,7.72,5.34
Plumas,2015-05,59.63,0.03,7.61,4.54
Plumas,2015-06,74.87,0.01,7.04,4.25
Plumas,2015-07,74.78,0.03,6.88,3.56
Plumas,2015-08,76.31,0.0,6.65,3.45
Plumas,2015-09,69.43,0.0,5.54,2.88
Plumas,2015-10,59.27,0.04,3.91,1.16
Plumas,2015-11,37.28,0.07,4.36,1.55
Plumas,2015-12,35.93,0.02,6.99,4.5
Plumas,2016-01,37.01,0.04,5.52,3.57
Plumas,2016-02,43.19,0.03,4.39,1.99
Plumas,2016-03,48.18,0.03,9.07,8.01
Plumas,2016-04,54.47,0.03,7.85,4.59
Plumas,2016-05,60.4,0.04,7.24,3.9
Plumas,2016-06,73.65,0.0,7.94,5.75
Plumas,2016-07,77.37,0.0,8.0,6.32
Plumas,2016-08,76.29,0.0,6.32,3.54
Plumas,2016-09,66.99,0.0,5.62,2.79
Plumas,2016-10,54.57,0.08,6.67,4.81
Plumas,2016-11,45.98,0.01,5.26,3.34
Plumas,2016-12,36.08,0.04,5.77,3.09
Plumas,2017-01,32.47,0.18,5.69,2.16
Plumas,2017-02,41.09,0.12,7.84,5.86
Plumas,2017-03,47.86,0.03,6.51,4.09
Plumas,2017-04,51.05,0.02,9.16,7.58
Plumas,2017-05,62.8,0.02,7.45,4.08
Plumas,2017-06,72.83,0.0,7.4,4.23
Plumas,2017-07,80.8,0.0,6.71,3.47
Plumas,2017-08,78.68,0.01,6.42,2.97
Plumas,2017-09,65.28,0.02,5.93,3.58
Plumas,2017-10,52.84,0.01,4.11,1.39
Plumas,2017-11,47.99,0.04,6.11,4.42
Plumas,2017-12,34.8,0.0,3.24,1.29
Plumas,2018-01,41.87,0.02,4.05,2.12
Plumas,2018-02,37.14,0.01,5.3,2.4
Plumas,2018-03,41.93,0.08,6.55,4.01
Plumas,2018-04,53.27,0.02,7.86,5.22
Plumas,2018-05,61.37,0.06,6.93,3.27
Plumas,2018-06,72.16,0.0,7.79,5.31
Plumas,2018-07,81.84,0.03,6.66,3.55
Plumas,2018-08,77.91,0.0,6.54,3.26
Plumas,2018-09,68.22,0.0,5.39,2.79
Plumas,2018-10,53.86,0.01,4.01,1.04
Plumas,2018-11,43.01,0.03,3.83,1.18
Plumas,2018-12,36.79,0.03,5.14,1.66
Plumas,2019-01,38.15,0.09,4.13,1.66
Plumas,2019-02,35.03,0.14,8.98,7.43
Plumas,2019-03,44.04,0.04,6.73,2.91
Plumas,2019-04,55.55,0.01,7.62,5.21
Plumas,2019-05,57.94,0.01,8.34,5.07
Plumas,2019-06,71.32,0.0,7.76,4.6
Plumas,2019-07,76.75,0.01,7.04,4.55
Plumas,2019-08,77.67,0.0,6.45,3.25
Plumas,2019-09,64.39,0.01,6.61,3.7
Plumas,2019-10,50.06,0.0,4.75,1.74
Plumas,2019-11,44.18,0.01,3.44,0.95
Plumas,2019-12,37.35,0.05,4.39,1.66
Plumas,2020-01,40.67,0.0,5.78,4.03
Plumas,2020-02,41.61,0.0,5.18,2.26
Plumas,2020-03,42.46,0.03,7.01,4.57
Plumas,2020-04,53.55,0.01,7.51,4.38
Plumas,2020-05,61.56,0.0,8.6,6.54
Plumas,2020-06,69.05,0.0,7.97,5.85
Plumas,2020-07,77.5,0.01,7.17,4.23
Plumas,2020-08,78.21,0.0,6.16,2.6
Plumas,2020-09,69.65,0.0,4.61,1.62
Plumas,2020-10,56.6,0.0,3.25,0.56
Plumas,2020-11,41.84,0.01,5.2,3.6
Plumas,2020-12,35.26,0.01,3.91,1.52
Plumas,2021-01,36.89,0.03,4.51,1.69
Plumas,2021-02,39.37,0.0,6.24,3.57
Plumas,2021-03,43.16,0.0,7.3,4.38
Plumas,2021-04,54.14,0.0,6.98,4.41
Plumas,2021-05,61.66,0.0,7.57,4.98
Plumas,2021-06,75.94,0.0,7.46,5.42
Plumas,2021-07,81.92,0.01,7.28,4.3
Plumas,2021-08,75.78,0.0,5.74,2.9
Plumas,2021-09,68.23,0.0,5.54,2.8
Plumas,2021-10,51.93,0.1,5.79,2.67
Plumas,2021-11,46.58,0.0,4.09,1.78
Plumas,2021-12,35.47,0.1,5.5,3.45
Riverside,2010-01,56.18,0.0,3.35,1.99
Riverside,2010-02,56.24,0.0,2.9,1.44
Riverside,2010-03,60.87,0.0,4.7,1.75
Riverside,2010-04,61.56,0.0,6.28,2.79
Riverside,2010-05,67.64,0.0,6.54,2.88
Riverside,2010-06,75.37,0.0,6.84,2.17
Riverside,2010-07,79.33,0.0,6.37,1.38
Riverside,2010-08,82.2,0.0,6.45,1.59
Riverside,2010-09,79.83,0.0,5.51,0.36
Riverside,2010-10,67.26,0.0,4.99,0.68
Riverside,2010-11,61.56,0.0,5.8,2.61
Riverside,2010-12,55.92,0.0,3.27,1.04
Riverside,2011-01,56.96,0.0,3.14,0.8
Riverside,2011-02,54.55,0.0,4.99,2.08
Riverside,2011-03,60.01,0.0,4.6,0.92
Riverside,2011-04,64.48,0.0,5.79,2.85
Riverside,2011-05,67.26,0.0,6.88,2.64
Riverside,2011-06,73.73,0.0,5.96,1.48
Riverside,2011-07,81.67,0.0,6.4,1.3
Riverside,2011-08,83.93,0.0,6.12,0.75
Riverside,2011-09,79.26,0.0,5.72,0.61
Riverside,2011-10,71.71,0.0,4.67,0.9
Riverside,2011-11,59.03,0.0,3.23,0.27
Riverside,2011-12,54.76,0.0,5.31,4.31
Riverside,2012-01,59.64,0.0,4.45,3.1
Riverside,2012-02,57.63,0.0,5.26,2.28
Riverside,2012-03,59.12,0.0,4.97,1.9
Riverside,2012-04,65.94,0.0,6.2,2.51
Riverside,2012-05,72.7,0.0,6.95,2.54
Riverside,2012-06,76.89,0.0,6.75,1.24
Riverside,2012-07,82.21,0.0,6.5,1.02
Riverside,2012-08,87.62,0.0,6.35,1.16
Riverside,2012-09,83.08,0.0,5.42,0.6
Riverside,2012-10,72.88,0.0,4.71,0.34
Riverside,2012-11,64.25,0.0,2.77,0.17
Riverside,2012-12,53.91,0.0,2.91,0.26
Riverside,2013-01,54.19,0.0,3.79,1.55
Riverside,2013-02,55.88,0.0,4.46,1.86
Riverside,2013-03,64.11,0.0,4.34,0.3
Riverside,2013-04,67.0,0.0,6.2,2.34
Riverside,2013-05,72.69,0.0,6.45,1.69
Riverside,2013-06,78.69,0.0,6.54,0.58
Riverside,2013-07,82.63,0.0,6.6,0.76
Riverside,2013-08,83.53,0.0,6.37,0.49
Riverside,2013-09,78.75,0.0,5.73,0.53
Riverside,2013-10,68.47,0.0,5.1,0.18
Riverside,2013-11,62.68,0.0,3.3,0.03
Riverside,2013-12,56.3,0.0,3.37,0.36
Riverside,2014-01,61.81,0.0,3.3,0.25
Riverside,2014-02,60.57,0.0,4.38,0.29
Riverside,2014-03,63.69,0.0,5.33,0.71
Riverside,2014-04,67.75,0.0,7.33,2.88
Riverside,2014-05,74.43,0.0,7.36,1.88
Riverside,2014-06,77.71,0.0,6.61,1.59
Riverside,2014-07,83.31,0.0,6.54,0.69
Riverside,2014-08,78.06,0.0,5.54,0.0
Riverside,2014-09,80.72,0.0,5.92,0.0
Riverside,2014-10,73.51,0.0,4.71,0.0
Riverside,2014-11,63.01,0.0,4.3,0.53
Riverside,2014-12,54.28,0.0,3.59,0.39
Riverside,2015-01,57.75,0.0,3.65,1.05
Riverside,2015-02,63.11,0.0,3.73,0.08
Riverside,2015-03,68.93,0.0,5.41,1.49
Riverside,2015-04,67.59,0.0,6.74,1.4
Riverside,2015-05,65.7,0.0,5.88,0.11
Riverside,2015-06,80.52,0.0,6.38,0.09
Riverside,2015-07,79.78,0.0,6.92,0.16
Riverside,2015-08,84.2,0.0,6.62,0.08
Riverside,2015-09,82.55,0.0,5.56,0.06
Riverside,2015-10,74.17,0.0,5.61,0.09
Riverside,2015-11,60.95,0.0,7.03,0.11
Riverside,2015-12,53.81,0.0,4.25,0.84
Riverside,2016-01,54.66,0.0,3.43,0.28
Riverside,2016-02,65.6,0.0,4.36,0.77
Riverside,2016-03,59.63,0.0,5.48,0.09
Riverside,2016-04,68.92,0.0,6.31,0.52
Riverside,2016-05,69.92,0.0,6.62,0.26
Riverside,2016-06,81.91,0.0,6.12,0.77
Riverside,2016-07,78.7,0.0,4.49,0.2
Riverside,2016-08,76.38,0.0,4.02,0.0
Riverside,2016-09,71.88,0.0,3.5,0.07
Riverside,2016-10,66.11,0.0,2.56,0.0
Riverside,2016-11,61.78,0.0,3.02,0.48
Riverside,2016-12,53.26,0.0,3.38,1.31
Riverside,2017-01,51.25,0.0,3.61,0.62
Riverside,2017-02,54.64,0.0,2.46,0.34
Riverside,2017-03,60.8,0.0,3.91,1.19
Riverside,2017-04,63.8,0.0,3.9,1.04
Riverside,2017-05,65.29,0.0,4.34,0.1
Riverside,2017-06,73.35,0.0,4.34,0.0
Riverside,2017-07,79.19,0.0,4.42,0.0
Riverside,2017-08,78.53,0.0,4.2,0.07
Riverside,2017-09,73.23,0.0,3.81,0.12
Riverside,2017-10,68.82,0.0,3.17,0.3
Riverside,2017-11,61.06,0.0,2.1,0.0
Riverside,2017-12,54.45,0.0,4.17,2.35
Riverside,2018-01,55.71,0.0,2.63,0.02
Riverside,2018-02,54.47,0.0,3.36,0.18
Riverside,2018-03,57.38,0.0,3.07,0.5
Riverside,2018-04,62.91,0.0,4.32,0.72
Riverside,2018-05,63.84,0.0,4.39,0.01
Riverside,2018-06,71.18,0.0,4.44,0.02
Riverside,2018-07,81.35,0.0,4.59,0.35
Riverside,2018-08,79.84,0.0,4.17,0.09
Riverside,2018-09,73.31,0.0,2.94,0.05
Riverside,2018-10,66.71,0.0,3.49,0.84
Riverside,2018-11,57.69,0.0,2.98,0.77
Riverside,2018-12,51.76,0.0,3.15,1.1
Riverside,2019-01,52.41,0.0,3.93,1.21
Riverside,2019-02,48.63,0.0,3.63,0.7
Riverside,2019-03,56.73,0.0,3.24,0.75
Riverside,2019-04,62.77,0.0,4.03,1.43
Riverside,2019-05,61.01,0.0,4.08,0.24
Riverside,2019-06,69.87,0.0,4.72,0.07
Riverside,2019-07,76.78,0.0,4.22,0.19
Riverside,2019-08,77.67,0.0,3.5,0.12
