Date,Source,Site ID,POC,Daily Mean PM2.5 Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
12/23/2018,AQS,180050008,3,9.5,ug/m3 LC,40,Columbus- Rocky Ford Rd.,1,100,88101,PM2.5 - Local Conditions,18020,"Columbus, IN",18,Indiana,5,Bartholomew,39.23745687,-85.89133172
12/24/2018,AQS,180050008,3,5.8,ug/m3 LC,24,Columbus- Rocky Ford Rd.,1,100,88101,PM2.5 - Local Conditions,18020,"Columbus, IN",18,Indiana,5,Bartholomew,39.23745687,-85.89133172
12/25/2018,AQS,180050008,3,6.9,ug/m3 LC,29,Columbus- Rocky Ford Rd.,1,100,88101,PM2.5 - Local Conditions,18020,"Columbus, IN",18,Indiana,5,Bartholomew,39.23745687,-85.89133172
12/26/2018,AQS,180050008,3,7.3,ug/m3 LC,30,Columbus- Rocky Ford Rd.,1,100,88101,PM2.5 - Local Conditions,18020,"Columbus, IN",18,Indiana,5,Bartholomew,39.23745687,-85.89133172
12/27/2018,AQS,180050008,3,4.3,ug/m3 LC,18,Columbus- Rocky Ford Rd.,1,100,88101,PM2.5 - Local Conditions,18020,"Columbus, IN",18,Indiana,5,Bartholomew,39.23745687,-85.89133172
12/28/2018,AQS,180050008,3,1.9,ug/m3 LC,8,Columbus- Rocky Ford Rd.,1,100,88101,PM2.5 - Local Conditions,18020,"Columbus, IN",18,Indiana,5,Bartholomew,39.23745687,-85.89133172
12/29/2018,AQS,180050008,3,5.3,ug/m3 LC,22,Columbus- Rocky Ford Rd.,1,100,88101,PM2.5 - Local Conditions,18020,"Columbus, IN",18,Indiana,5,Bartholomew,39.23745687,-85.89133172
12/30/2018,AQS,180050008,3,9,ug/m3 LC,38,Columbus- Rocky Ford Rd.,1,100,88101,PM2.5 - Local Conditions,18020,"Columbus, IN",18,Indiana,5,Bartholomew,39.23745687,-85.89133172
12/31/2018,AQS,180050008,3,3.1,ug/m3 LC,13,Columbus- Rocky Ford Rd.,1,100,88101,PM2.5 - Local Conditions,18020,"Columbus, IN",18,Indiana,5,Bartholomew,39.23745687,-85.89133172
1/2/2018,AQS,180190006,1,8.5,ug/m3 LC,35,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
1/5/2018,AQS,180190006,1,9.8,ug/m3 LC,41,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
1/8/2018,AQS,180190006,1,13.3,ug/m3 LC,54,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
1/11/2018,AQS,180190006,1,3.7,ug/m3 LC,15,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
1/14/2018,AQS,180190006,1,11,ug/m3 LC,46,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
1/17/2018,AQS,180190006,1,16.1,ug/m3 LC,59,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
1/20/2018,AQS,180190006,1,5.2,ug/m3 LC,22,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
1/23/2018,AQS,180190006,1,3.8,ug/m3 LC,16,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
1/26/2018,AQS,180190006,1,8.9,ug/m3 LC,37,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
1/29/2018,AQS,180190006,1,8.7,ug/m3 LC,36,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
2/1/2018,AQS,180190006,1,7.4,ug/m3 LC,31,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
2/4/2018,AQS,180190006,1,7.5,ug/m3 LC,31,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
2/7/2018,AQS,180190006,1,17.2,ug/m3 LC,62,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
2/10/2018,AQS,180190006,1,27.6,ug/m3 LC,84,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
2/13/2018,AQS,180190006,1,13.8,ug/m3 LC,55,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
2/16/2018,AQS,180190006,1,9.4,ug/m3 LC,39,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
2/19/2018,AQS,180190006,1,5.7,ug/m3 LC,24,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
2/22/2018,AQS,180190006,1,2,ug/m3 LC,8,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
2/25/2018,AQS,180190006,1,3.9,ug/m3 LC,16,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
2/28/2018,AQS,180190006,1,5.1,ug/m3 LC,21,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
3/3/2018,AQS,180190006,1,4.8,ug/m3 LC,20,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
3/6/2018,AQS,180190006,1,4.7,ug/m3 LC,20,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
3/9/2018,AQS,180190006,1,10.4,ug/m3 LC,43,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
3/12/2018,AQS,180190006,1,11,ug/m3 LC,46,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
3/15/2018,AQS,180190006,1,11.9,ug/m3 LC,50,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
3/21/2018,AQS,180190006,1,7.8,ug/m3 LC,33,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
3/24/2018,AQS,180190006,1,4.9,ug/m3 LC,20,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
3/27/2018,AQS,180190006,1,8.2,ug/m3 LC,34,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
3/30/2018,AQS,180190006,1,5.5,ug/m3 LC,23,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
4/2/2018,AQS,180190006,1,6.1,ug/m3 LC,25,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
4/5/2018,AQS,180190006,1,7.5,ug/m3 LC,31,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
4/8/2018,AQS,180190006,1,6.3,ug/m3 LC,26,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
4/11/2018,AQS,180190006,1,9.7,ug/m3 LC,40,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
4/14/2018,AQS,180190006,1,6.3,ug/m3 LC,26,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
4/17/2018,AQS,180190006,1,4.8,ug/m3 LC,20,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
4/20/2018,AQS,180190006,1,4.8,ug/m3 LC,20,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
4/23/2018,AQS,180190006,1,6.2,ug/m3 LC,26,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
4/26/2018,AQS,180190006,1,5.5,ug/m3 LC,23,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
4/29/2018,AQS,180190006,1,5.7,ug/m3 LC,24,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
5/2/2018,AQS,180190006,1,11.1,ug/m3 LC,46,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
5/5/2018,AQS,180190006,1,5.8,ug/m3 LC,24,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
5/8/2018,AQS,180190006,1,10.5,ug/m3 LC,44,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
5/11/2018,AQS,180190006,1,11.9,ug/m3 LC,50,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
5/14/2018,AQS,180190006,1,15.2,ug/m3 LC,58,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
5/17/2018,AQS,180190006,1,11.5,ug/m3 LC,48,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
5/20/2018,AQS,180190006,1,10.3,ug/m3 LC,43,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
5/23/2018,AQS,180190006,1,7.1,ug/m3 LC,30,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
5/26/2018,AQS,180190006,1,11.3,ug/m3 LC,47,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
5/29/2018,AQS,180190006,1,4.1,ug/m3 LC,17,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
6/1/2018,AQS,180190006,1,6.8,ug/m3 LC,28,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
6/4/2018,AQS,180190006,1,4.6,ug/m3 LC,19,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
6/7/2018,AQS,180190006,1,9.7,ug/m3 LC,40,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
6/10/2018,AQS,180190006,1,8.8,ug/m3 LC,37,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
6/13/2018,AQS,180190006,1,10,ug/m3 LC,42,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
6/16/2018,AQS,180190006,1,13.5,ug/m3 LC,54,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
6/19/2018,AQS,180190006,1,18.2,ug/m3 LC,64,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
6/22/2018,AQS,180190006,1,5.2,ug/m3 LC,22,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
6/25/2018,AQS,180190006,1,6.4,ug/m3 LC,27,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
6/28/2018,AQS,180190006,1,9.3,ug/m3 LC,39,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
7/1/2018,AQS,180190006,1,12.7,ug/m3 LC,52,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
7/4/2018,AQS,180190006,1,29,ug/m3 LC,87,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
7/7/2018,AQS,180190006,1,7.3,ug/m3 LC,30,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
7/10/2018,AQS,180190006,1,12.2,ug/m3 LC,51,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
7/13/2018,AQS,180190006,1,17.6,ug/m3 LC,63,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
7/16/2018,AQS,180190006,1,9.5,ug/m3 LC,40,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
7/19/2018,AQS,180190006,1,8.9,ug/m3 LC,37,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
7/22/2018,AQS,180190006,1,5.8,ug/m3 LC,24,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
7/25/2018,AQS,180190006,1,15.8,ug/m3 LC,59,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
7/28/2018,AQS,180190006,1,6.8,ug/m3 LC,28,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
7/31/2018,AQS,180190006,1,5.5,ug/m3 LC,23,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
8/3/2018,AQS,180190006,1,12,ug/m3 LC,50,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
8/6/2018,AQS,180190006,1,9.5,ug/m3 LC,40,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
8/9/2018,AQS,180190006,1,10.1,ug/m3 LC,42,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
8/12/2018,AQS,180190006,1,11.7,ug/m3 LC,49,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
8/15/2018,AQS,180190006,1,18.1,ug/m3 LC,64,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
8/21/2018,AQS,180190006,1,6.3,ug/m3 LC,26,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
8/24/2018,AQS,180190006,1,11.5,ug/m3 LC,48,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
8/27/2018,AQS,180190006,1,15.5,ug/m3 LC,58,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
8/30/2018,AQS,180190006,1,8.3,ug/m3 LC,35,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
9/2/2018,AQS,180190006,1,5.2,ug/m3 LC,22,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
9/5/2018,AQS,180190006,1,9.1,ug/m3 LC,38,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
9/8/2018,AQS,180190006,1,3.3,ug/m3 LC,14,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
9/11/2018,AQS,180190006,1,5.4,ug/m3 LC,23,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
9/14/2018,AQS,180190006,1,12.5,ug/m3 LC,52,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
9/17/2018,AQS,180190006,1,4.9,ug/m3 LC,20,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
9/20/2018,AQS,180190006,1,13.9,ug/m3 LC,55,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
9/23/2018,AQS,180190006,1,3.4,ug/m3 LC,14,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
9/26/2018,AQS,180190006,1,4.5,ug/m3 LC,19,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
9/29/2018,AQS,180190006,1,7.6,ug/m3 LC,32,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
10/2/2018,AQS,180190006,1,7.7,ug/m3 LC,32,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
10/5/2018,AQS,180190006,1,8.7,ug/m3 LC,36,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
10/8/2018,AQS,180190006,1,12.8,ug/m3 LC,52,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
10/11/2018,AQS,180190006,1,3.5,ug/m3 LC,15,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
10/14/2018,AQS,180190006,1,4.3,ug/m3 LC,18,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
10/17/2018,AQS,180190006,1,4.4,ug/m3 LC,18,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
10/20/2018,AQS,180190006,1,4.8,ug/m3 LC,20,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
10/23/2018,AQS,180190006,1,6.2,ug/m3 LC,26,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
10/26/2018,AQS,180190006,1,5.2,ug/m3 LC,22,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
10/29/2018,AQS,180190006,1,5.1,ug/m3 LC,21,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
11/1/2018,AQS,180190006,1,3,ug/m3 LC,13,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
11/4/2018,AQS,180190006,1,4.6,ug/m3 LC,19,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
11/7/2018,AQS,180190006,1,4,ug/m3 LC,17,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
11/10/2018,AQS,180190006,1,6.8,ug/m3 LC,28,Jefferson- Walnut St/ Jefferson PFAU,1,100,88101,PM2.5 - Local Conditions,31140,"Louisville/Jefferson County, KY-IN",18,Indiana,19,Clark,38.27771935,-85.74011084
